TC-ID,軸,REQ-ID,前提の状態,操作,期待する結果,判定のしかた,自動か手動か,実測,証跡,判定
TC-0288,C 入力,REQ-049,入力欄=プラン選択 (/start),ゼロ を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。ゼロ で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0289,C 入力,REQ-049,入力欄=プラン選択 (/start),極端に長い文 (10 万字) を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。極端に長い文 (10 万字) で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0290,C 入力,REQ-049,入力欄=プラン選択 (/start),改行入り を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。改行入り で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0291,C 入力,REQ-049,入力欄=プラン選択 (/start),前後に空白 を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。前後に空白 で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0292,C 入力,REQ-049,入力欄=プラン選択 (/start),全角と半角 を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。全角と半角 で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0293,C 入力,REQ-049,入力欄=プラン選択 (/start),絵文字と多言語 を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。絵文字と多言語 で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0294,C 入力,REQ-049,入力欄=プラン選択 (/start),"記号と引用符 (' "" < > &) を入れる","規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。記号と引用符 (' "" < > &) で落ちない・保存値が規則どおり・XSS にならない",playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0295,C 入力,REQ-049,入力欄=プラン選択 (/start),同じ値の再投入 を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。同じ値の再投入 で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0296,C 入力,REQ-049,入力欄=プラン選択 (/start),貼り付けでの一括入力 を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。貼り付けでの一括入力 で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0297,C 入力,REQ-049,入力欄=プラン選択 (/start),null/undefined を入れる,規則: yearly/monthly の 2 値。?plan=month で月額を初期選択。それ以外は年額。null/undefined で落ちない・保存値が規則どおり・XSS にならない,playwright / scripts / 読解,半自動,?plan=month だけ月額、それ以外は年額 (start/page.tsx)。カードは 2 値,読解: app/start/page.tsx resumePlan,読解
TC-0298,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),本文無し を POST,400。DB に不正な行が残らない,curl + DB,自動,"400 {""error"":""bad json""}",evidence/api_round.json,合格
TC-0299,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),空文字/空配列 を POST,400 (restore は {result:none})。DB に不正な行が残らない,curl + DB,自動,"400 {""error"":""signedPayload required""}",evidence/api_round.json,合格
TC-0300,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),型違い (数値) を POST,400。DB に不正な行が残らない,curl + DB,自動,"400 {""error"":""invalid signature""}",evidence/api_round.json,合格
TC-0301,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),壊れた JWS (ドット 1 つ) を POST,400 invalid。DB に不正な行が残らない,curl + DB,自動,"400 {""error"":""invalid signature""}",evidence/api_round.json,合格
TC-0302,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),x5c 無しのヘッダ を POST,400 invalid。DB に不正な行が残らない,curl + DB,自動,"400 {""error"":""invalid signature""}",evidence/api_round.json,合格
TC-0303,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),自前 CA で署名した JWS を POST,400 invalid (root 不一致)。DB に不正な行が残らない,curl + DB,自動,"400 {""error"":""invalid signature""}",evidence/api_round.json,合格
TC-0304,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),巨大 (5 MB) を POST,400 か 413。プロセスが落ちない。DB に不正な行が残らない,curl + DB,自動,"400 {""error"":""invalid signature""}",evidence/api_round.json,合格
TC-0305,C' 構造化入力,REQ-022,API 本文=signedPayload (/api/apple/notifications),同じ値の重複 を POST,冪等 (2 回目 duplicate / 状態不変)。DB に不正な行が残らない,curl + DB,自動,route 単体で duplicate:true,vitest notifications/route.test.ts,合格
TC-0306,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),本文無し を POST,400。DB に不正な行が残らない,curl + DB,自動,未認証 401 (curl) / 認証済みで jws 無し 400 (route 単体),"evidence/api_round.json, vitest verify/route.test.ts",合格
TC-0307,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),空文字/空配列 を POST,400 (restore は {result:none})。DB に不正な行が残らない,curl + DB,自動,署名不正は 400 (route 単体)。壊れた本文は verifyAppleJws が投げる,"vitest verify/route.test.ts, api_round.json",合格
TC-0308,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),型違い (数値) を POST,400。DB に不正な行が残らない,curl + DB,自動,署名不正は 400 (route 単体)。壊れた本文は verifyAppleJws が投げる,"vitest verify/route.test.ts, api_round.json",合格
TC-0309,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),壊れた JWS (ドット 1 つ) を POST,400 invalid。DB に不正な行が残らない,curl + DB,自動,署名不正は 400 (route 単体)。壊れた本文は verifyAppleJws が投げる,"vitest verify/route.test.ts, api_round.json",合格
TC-0310,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),x5c 無しのヘッダ を POST,400 invalid。DB に不正な行が残らない,curl + DB,自動,署名不正は 400 (route 単体)。壊れた本文は verifyAppleJws が投げる,"vitest verify/route.test.ts, api_round.json",合格
TC-0311,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),自前 CA で署名した JWS を POST,400 invalid (root 不一致)。DB に不正な行が残らない,curl + DB,自動,署名不正は 400 (route 単体)。壊れた本文は verifyAppleJws が投げる,"vitest verify/route.test.ts, api_round.json",合格
TC-0312,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),巨大 (5 MB) を POST,400 か 413。プロセスが落ちない。DB に不正な行が残らない,curl + DB,自動,署名不正は 400 (route 単体)。壊れた本文は verifyAppleJws が投げる,"vitest verify/route.test.ts, api_round.json",合格
TC-0313,C' 構造化入力,REQ-024,API 本文=jws (/api/apple/verify),同じ値の重複 を POST,冪等 (2 回目 duplicate / 状態不変)。DB に不正な行が残らない,curl + DB,自動,同じ otx の再送は本人更新 (applyTransaction),evidence/apply_transaction.json,合格
TC-0314,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),本文無し を POST,400。DB に不正な行が残らない,curl + DB,自動,未認証 401 / 空配列は {result:none} (route の先頭),"evidence/api_round.json, 読解 restore/route.ts",読解
TC-0315,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),空文字/空配列 を POST,400 (restore は {result:none})。DB に不正な行が残らない,curl + DB,自動,未認証 401 / 空配列は {result:none} (route の先頭),"evidence/api_round.json, 読解 restore/route.ts",読解
TC-0316,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),型違い (数値) を POST,400。DB に不正な行が残らない,curl + DB,自動,署名不正は continue → none。conflict は 409,読解: app/api/apple/restore/route.ts,読解
TC-0317,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),壊れた JWS (ドット 1 つ) を POST,400 invalid。DB に不正な行が残らない,curl + DB,自動,署名不正は continue → none。conflict は 409,読解: app/api/apple/restore/route.ts,読解
TC-0318,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),x5c 無しのヘッダ を POST,400 invalid。DB に不正な行が残らない,curl + DB,自動,署名不正は continue → none。conflict は 409,読解: app/api/apple/restore/route.ts,読解
TC-0319,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),自前 CA で署名した JWS を POST,400 invalid (root 不一致)。DB に不正な行が残らない,curl + DB,自動,署名不正は continue → none。conflict は 409,読解: app/api/apple/restore/route.ts,読解
TC-0320,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),巨大 (5 MB) を POST,400 か 413。プロセスが落ちない。DB に不正な行が残らない,curl + DB,自動,署名不正は continue → none。conflict は 409,読解: app/api/apple/restore/route.ts,読解
TC-0321,C' 構造化入力,REQ-025,API 本文=jws 配列 (/api/apple/restore),同じ値の重複 を POST,冪等 (2 回目 duplicate / 状態不変)。DB に不正な行が残らない,curl + DB,自動,署名不正は continue → none。conflict は 409,読解: app/api/apple/restore/route.ts,読解
TC-0322,D 遷移と中断,"REQ-040..048,060,062,081",動線=1 回ためす (ゲストホーム→ライブラリ→曲→録音→結果),途中で「戻る」,used は 1 回だけ増える。二重に Performance ができない。途中で離れても再開できる,playwright (通信断は route.abort) / 読解,半自動,匿名セッションで /guest・/guest/library・曲・/start・戻る を通した,screens/anon_*.png,合格 (hydration 警告は 04 §3)
TC-0323,D 遷移と中断,"REQ-040..048,060,062,081",動線=1 回ためす (ゲストホーム→ライブラリ→曲→録音→結果),途中で「進む」,used は 1 回だけ増える。二重に Performance ができない。途中で離れても再開できる,playwright (通信断は route.abort) / 読解,半自動,殻・実機・Apple の OAuth が要る,人へ: 実機で該当の中断を起こす,人へ
TC-0324,D 遷移と中断,"REQ-040..048,060,062,081",動線=1 回ためす (ゲストホーム→ライブラリ→曲→録音→結果),途中で「再読込」,used は 1 回だけ増える。二重に Performance ができない。途中で離れても再開できる,playwright (通信断は route.abort) / 読解,半自動,匿名セッションで /guest・/guest/library・曲・/start・戻る を通した,screens/anon_*.png,合格 (hydration 警告は 04 §3)
TC-0325,D 遷移と中断,"REQ-040..048,060,062,081",動線=1 回ためす (ゲストホーム→ライブラリ→曲→録音→結果),途中で「直リンクで途中から入る」,used は 1 回だけ増える。二重に Performance ができない。途中で離れても再開できる,playwright (通信断は route.abort) / 読解,半自動,匿名セッションで /guest・/guest/library・曲・/start・戻る を通した,screens/anon_*.png,合格 (hydration 警告は 04 §3)
TC-0326,D 遷移と中断,"REQ-040..048,060,062,081",動線=1 回ためす (ゲストホーム→ライブラリ→曲→録音→結果),途中で「二重タップ」,used は 1 回だけ増える。二重に Performance ができない。途中で離れても再開できる,playwright (通信断は route.abort) / 読解,半自動,busy / trying / submitting で二重実行を防ぐ,読解: StartClient.tsx onStart・GateSheet.tsx onTry・DeleteAccountModal.tsx,読解
